13.572088
500
1.646420
2.195335 -0.722388 -0.927466
6.400709 -1.065053 -3.357591
1.058231 3.670587 9.237979
-4.436027 -2.934157 9.606438
0.997041 1.335910 12.292634
-10.306108 7.340878 7.036769
-7.828864 -3.270604 13.632136
-0.542529 -8.725730 4.816660
8.651596 17.592800 17.700160
-0.837475 2.856588 5.330801
7.176948 -3.842974 6.933500
9.071166 -9.862512 6.318938
-3.603645 -5.496226 10.576901
-0.463744 1.184991 2.470640
1.870790 17.695060 -0.559834
17.375186 7.271971 4.926294
-6.833350 -5.390226 -8.669381
-10.571332 -0.290795 4.680394
2.259017 13.129907 -5.000677
-1.177718 4.029765 6.859018
-2.123403 6.890739 3.507708
7.176996 9.933078 15.052200
-5.707063 19.168290 7.681676
-7.442105 8.476694 3.145476
7.465127 -5.419044 0.238230
4.066523 2.411492 8.067969
1.418435 2.475564 -11.763631
-5.486219 -2.872154 6.419009
-3.090318 2.458560 10.883437
-3.364471 7.362087 -1.049932
-0.028949 1.475274 4.778451
3.048058 11.801317 10.276095
7.927813 19.646816 -4.912609
-0.974866 2.775705 -3.200026
6.299952 8.904857 22.267590
-10.472716 4.454918 -0.861462
11.837508 18.319588 12.100028
6.573444 4.729902 14.981785
10.144454 9.353489 12.020893
-8.284404 20.486593 22.730641
-2.602847 12.216390 -9.481689
4.628104 2.790822 -3.948820
0.438156 13.029586 10.821372
-17.766911 5.573716 8.516692
2.419245 4.489506 3.003640
1.530827 7.227076 11.489068
8.165326 7.467250 7.266839
-11.363796 12.365351 7.605585
-2.353801 11.354365 -5.890122
7.134773 19.173307 15.265710
1.625875 20.765661 6.258547
6.098670 4.132536 8.744486
-10.566384 18.626491 18.344640
18.361296 14.184210 12.446244
-4.168822 10.521715 13.794381
-8.355438 6.553341 2.187653
-14.737478 11.738787 -5.899661
-1.113136 2.301164 12.531390
-10.003254 -3.371472 3.668119
1.116437 9.466763 -0.786357
-1.974031 5.088524 18.337792
0.672615 16.591274 -8.705974
2.426040 24.159202 18.502596
-1.867837 -10.565783 -5.250329
7.884321 0.385208 0.487085
10.985533 6.010941 18.318693
12.639370 -9.610163 0.492320
-5.717542 2.896997 11.213308
-3.421725 10.758726 10.754336
13.453990 3.026398 10.675125
-4.491393 13.406382 15.462467
-0.236824 1.915993 3.603330
4.480673 11.960447 -1.414798
-7.006005 10.514670 -5.046860
-2.789021 2.796225 1.961969
17.160940 10.265766 9.820030
1.731779 7.583984 5.097534
14.998219 1.851914 5.593043
4.576451 7.702029 10.579173
-8.181563 0.861252 6.076121
-3.544595 8.956542 -8.380162
3.424173 3.082038 -3.739321
1.474411 6.635781 0.568818
4.526685 10.266742 12.420226
-5.260951 7.103516 0.560995
5.544141 -5.363528 19.593733
3.888275 -6.358100 16.344801
16.636862 -0.949766 -2.705181
6.480772 5.479068 6.396923
7.727800 18.023989 4.990738
7.458566 -14.789217 -11.315975
8.615560 6.306616 10.792607
17.097546 15.089142 6.947127
1.126690 11.296126 7.710684
-5.888149 -8.005468 -2.374214
8.537959 -0.470561 5.997915
-6.929554 -12.228802 -0.829138
17.254498 17.457054 1.490325
6.731428 -2.278192 1.605746
8.617514 30.040017 3.451304
-0.732841 3.223320 17.283696
-11.122247 2.815376 14.488987
1.561620 -6.990068 3.715779
