-1.236348 0.384374
-1.256147 0.384374
-1.253753 0.384374
-1.268571 0.384374
-1.278215 0.384374
-1.266542 0.384374
-1.250426 0.384374
-1.252431 0.384374
-1.251851 0.384374
-1.250985 0.384374
-1.255444 0.384374
-1.251978 0.384374
-1.271429 0.384374
-1.247806 0.384374
-1.267312 0.384374
-1.266570 0.384374
-1.269782 0.384374
-1.272195 0.384374
-1.277802 0.384374
-1.280574 0.384374
-1.287038 0.384374
-1.290121 0.384374
-1.290470 0.384374
-1.293080 0.384374
-1.288890 0.384374
-1.296318 0.384374
-1.282383 0.384374
-1.282461 0.384374
-1.298632 0.384374
-1.298326 0.384374
-1.298978 0.384374
-1.297736 0.384374
-1.292400 0.384374
-1.300183 0.384374
-1.302068 0.384374
-1.303981 0.384374
-1.303122 0.384374
-1.297548 0.384374
-1.298618 0.384374
-1.305312 0.384374
-1.319307 0.384374
-1.308559 0.384374
-1.318245 0.384374
-1.312220 0.384374
-1.313451 0.384374
-1.289783 0.384374
-1.291263 0.384374
-1.301365 0.384374
-1.290721 0.384374
-1.275554 0.384374
-1.275799 0.384374
-1.268171 0.384374
-1.278220 0.384374
-1.267651 0.384374
-1.247513 0.384374
-1.260298 0.384374
-1.252823 0.384374
-1.269886 0.384374
-1.268644 0.384374
-1.281399 0.384374
-1.289858 0.384374
-1.297412 0.384374
-1.293756 0.384374
-1.287806 0.384374
-1.279984 0.384374
-1.279233 0.384374
-1.287479 0.384374
-1.271369 0.384374
-1.268701 0.384374
-1.305012 0.384374
-1.304069 0.384374
-1.298386 0.384374
-1.289877 0.384374
-1.302552 0.384374
-1.292738 0.384374
-1.277160 0.384374
-1.274836 0.384374
-1.276369 0.384374
-1.278007 0.384374
-1.282061 0.384374
-1.293826 0.384374
-1.304558 0.384374
-1.298850 0.384374
-1.314465 0.384374
-1.313834 0.384374
-1.323478 0.384374
-1.336915 0.384374
-1.337780 0.384374
-1.352818 0.384374
-1.353102 0.384374
-1.376181 0.384374
-1.377627 0.384374
-1.369432 0.384374
-1.376993 0.384374
-1.367823 0.384374
-1.363159 0.384374
-1.357325 0.384374
-1.360595 0.384374
-1.365825 0.384374
-1.376513 0.384374
-1.382820 0.384374
-1.374706 0.384374
-1.362900 0.384374
-1.364631 0.384374
-1.363920 0.384374
-1.363945 0.384374
-1.369691 0.384374
-1.373209 0.384374
-1.365365 0.384374
-1.367968 0.384374
-1.369570 0.384374
-1.330145 0.384374
-1.335431 0.384374
-1.327819 0.384374
-1.309260 0.384374
-1.299483 0.384374
-1.305886 0.384374
-1.311716 0.384374
-1.302411 0.384374
-1.302790 0.384374
-1.300942 0.384374
-1.323596 0.384374
-1.331944 0.384374
